Company Name,Website,Account Stage,Lists,# Employees,Industry,Account Owner,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Research target company 5822,Final Analysis of Qualification 3345,Assign as B2B or B2C 4355,Know if a company had executive changes 6825,Determine research guidelines 6759,Prerequisite: Research Target Company,Prerequisite: Determine Research Guidelines,Qualify Account,E-Commerce Platform,Column 1,Column 2
"MEVA Formwork Systems, Inc.",http://www.meva.net,Cold,Concrete World 2025,330,construction,jason.hendrix@jamersan.com,http://www.linkedin.com/company/meva-formwork-systems,https://www.facebook.com/MEVAlive/,,,,,,,,"concrete formwork, custom concrete formwork, engineering, shoring, scaffolding, wwwfacebookcom, mevalive, onesided formwork, https, wwwyoutubecom, user, climbing formwork, vertical formwork, heavyduty formwork, custom engineering solutions, formwork sales, formwork rental, slab formwork, formwork accessories, clamp system, services, formwork engineering, formwork technology innovation, formwork safety equipment, formwork safety, formwork for tunnels, construction solutions, distribution, b2b, formwork innovation, formwork project support, formwork site safety, formwork design, manufacturing, patented technologies, formwork logistics, formwork solutions, civil engineering formwork, large-scale formwork, formwork industry leader, formwork maintenance, formwork for iconic buildings, formwork for stadiums, clamp and hollow profile system, formwork planning software, construction site support, construction, formwork, formwork training, complex geometry formwork, formwork pressure calculation, safety equipment, formwork sustainability, rental services, formwork for bridges, formwork material science, formwork logistics support, formwork refurbishment, formwork innovation process, consulting, shoring systems, aluminium facing, ornamental and architectural metal products manufacturing, alkus® all-plastic facing, bim design, concrete construction, formwork global, formwork site management, formwork project management, formwork productivity, formwork systems, formwork durability, digital transformation, formwork construction methods, hollow profile, formwork efficiency, high-rise formwork, formwork development, formwork safety standards, sustainable construction, formwork research and development, wall formwork, formwork technology, modular formwork, formwork for leed projects, formwork research, formwork for sustainable buildings, automated climbing technology, formwork technical support, formwork manufacturing, formwork automation, custom formwork solutions, formwork family business, formwork tools, innovative formwork, customer engagement, infrastructure formwork, aluminium formwork, formwork products, concrete engineering, sustainable solutions, high safety standards, modular systems, crane-independent use, technical innovations, customer support, climbing systems, construction projects, refurbishment, project execution, design engineering, global presence, high load capacity, easy handling, cost-effective solutions, durable materials, environmental responsibility, automated climbing systems, research and development, state-of-the-art design, short assembly times, technical training, retrofitting, formwork planning, high flexibility, customer satisfaction, modular panelised system, structural integrity, project-specific solutions, bim integration, lift systems, accessories and spare parts, engineering support, methodology improvement, heavy-duty formwork, flexible layouts, residential and commercial, high-rise construction, international client base, site logistics, construction efficiency, long service life, mechanical or industrial engineering, research & development",+49 74 5669201,"Microsoft Office 365, Mimecast, Outlook, Amazon AWS, WordPress.org, Google Maps, Mobile Friendly, Google Analytics, Google Maps (Non Paid Users), Cedexis Radar, reCAPTCHA, Apache, Facebook Custom Audiences, Facebook Widget, Google Tag Manager, DoubleClick Conversion, Google Dynamic Remarketing, Adobe Media Optimizer, Facebook Login (Connect), DoubleClick, YouTube, Vimeo, Google Font API, Gravity Forms, Multilingual, Remote",,,,,151000000,,68c1a2ec4d57020001f6eefa,3531,33232,"MEVA Formwork Systems is a family-owned international company based in Haiterbach, Germany, founded in 1970 by Gerhard Dingler. The company specializes in developing, manufacturing, and supplying innovative formwork technology for concrete construction. Recognized as a pioneer in the formwork sector, MEVA is known for its safe, flexible, and cost-effective solutions that address complex construction challenges.

MEVA offers a wide range of products, including wall formwork, slab formwork, climbing formwork, shoring systems, and safety equipment. Their innovative materials, such as the alkus® all-plastic facing, enhance durability and provide high-quality concrete finishes. The company serves contractors involved in various construction projects, from residential to civil engineering, emphasizing efficiency, safety, and sustainability. With a commitment to quality and long-term customer relationships, MEVA reflects the precision of German engineering in its operations.",1970,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6929a4fd284a2e000195d646/picture,,,,,,,,,,,,,,,,
MKT FASTENING,http://www.mktfasteningusa.com,Cold,"Concrete World 2025, Tooling & Fasteners",27,machinery,jason.hendrix@jamersan.com,http://www.linkedin.com/company/mkt-fastening-llc,https://www.facebook.com/MKTFastening/,,,,,,,,"industrial machinery manufacturing, eta-02/0030 approval, icc esr-3173, distribution, high strength steel, distributor network, reliable fastening solutions, special order head styles, collapsible sleeve anchors, construction fasteners, sz high load anchor, seismic load resistance, load calculation software, icc approval, retail, all other fabricated metal product manufacturing, distributor partnerships, supply chain management, anchoring systems, metric anchors for international use, collapsible sleeve, seismic load anchors, mechanical anchoring systems, adhesive anchoring systems, adhesive anchors, cracked concrete anchors, metric dimensions, installation depth marking, us manufacturing, e-commerce, construction supplies, european technical approval, flush surface installation, government, high load capacity anchors, fastening systems, american-made durability, manufacturing, high-quality products, liquid roc adhesive, b2b, concrete fastening, mechanical anchors, construction, construction industry, reliable solutions, logistics & supply chain, consumer internet, consumers, internet, information technology & services, mechanical or industrial engineering",+1 501-676-2222,"Bootstrap Framework, Apache, Google Places, Google Maps, reCAPTCHA, Mobile Friendly, Varnish, Google Font API, Drupal, Google Analytics, Google Tag Manager, Nginx, Typekit, Google Maps (Non Paid Users), Remote",,,,,,,68c1a2ec4d57020001f6ef03,3499,33299,"We built our first mechanical expansion anchors in New York in 1911. Since then, we have progressed and become 'USE Diamond' and 'Gunnebo Fastening'! In 1998, the Germany-based 'MKT GmbH & Co. KG' expanded its production and established 'MKT Fastening, LLC' in Arkansas. We develop customized solutions and create long-lasting relationships with the people who construct our world.

Are you looking for a solid connection for your construction and a flexible partner who manufactures its anchoring systems and fasteners? Discover how we can support you! Message us.",1911,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/691b44c45d4fa9000148cccd/picture,,,,,,,,,,,,,,,,
Mobile Create USA Inc,http://www.mcusainc.com,Cold,Concrete World 2025,3,,jason.hendrix@jamersan.com,http://www.linkedin.com/company/mobile-create-usa-inc.,https://www.facebook.com/mcusa.radio/,,,,,,,,,+1 408-933-9588,"Wordpress.com, Google Font API, Google Analytics, Nginx, Bootstrap Framework, Mobile Friendly, YouTube, Cedexis Radar, Adobe Media Optimizer, Hubspot, Vimeo, Google Maps, Facebook Custom Audiences, Google Tag Manager, Facebook Widget, WordPress.org, DoubleClick, Google Dynamic Remarketing, DoubleClick Conversion, Google Maps (Non Paid Users), Facebook Login (Connect), AI",,,,,,,68c1a2ec4d57020001f6ef07,,,Our affordable push to talk over cellular radio with GPS tracking provides a nationwide communication and cut your operation cost. Call us: (408) 933-9588,2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,,,,,,,,,,,,,,,,
Motion,http://www.usemotion.com,Cold,"Concrete World 2025, Tooling & Fasteners",110,information technology & services,jason.hendrix@jamersan.com,http://www.linkedin.com/company/motionapp,,https://twitter.com/useMotion,,,,,,,"project management, work management, team collaboration, ai employees, ai agents, software development, ai sop creation, ai project tracking, project visualization, ai chatbots, ai-driven scheduling, ai project deadlines, ai task prioritization, project forecasting, ai-driven project management, soc 2 compliance, ai-driven task management, machine learning, ai document generation, document automation, ai workflow builder, integrations with google calendar, ai project visualization, ai project forecasting tools, ai productivity platform, ai project planning, ai project planning tools, ai task automation, ai project management, computer systems design and related services, meeting automation, ai project risk management tools, integrations with outlook, automation workflows, information technology and services, ai collaboration, b2b, task prioritization, meeting transcription, integrations with salesforce, ai project insights, data search, ai project tools, ai meeting notetaker, ai insights, ai project collaboration, ai deadlines, natural language processing, task automation, professional services, ai integration, real-time analytics, enterprise ai, ai workload optimization, ai project management tools, ai project management software, ai project management system, ai project dashboards, ai project management platform, ai project risk detection, ai-driven reporting, productivity software, ai-driven insights, remote work tools, dashboard visualization, ai project scheduling, business productivity software, agentic work suite, cloud security, ai project planner, enterprise security, ai scheduling, ai project tracking tools, productivity automation, ai project visualization tools, ai reports, management consulting, ai project automation, ai project execution tools, collaborative tools, ai workflows, ai scheduling tools, api integrations, workflow automation, ai risk management, ai project reports, ai document tools, data enrichment, ai project status, ai chat interface, ai project risk management, enterprise software, ai data analysis, ai data search, ai project execution, ai project management automation, ai progress tracking, ai dashboards, ai task assignment, ai team management, ai work management, ai project forecasting, ai project progress, services, ai data enrichment, consulting, ai knowledge management, integrations with slack, schedule optimization, meeting scheduling, gantt chart, calendar integration, deadline reminders, resource management, automated planning, productivity enhancement, workload reporting, executive team management, task dependencies, real-time visibility, daily planner, email integration, calendar syncing, efficiency booster, personal assistant, productivity tools, automated task assignment, project tracking, task management software, time blocking, priority setting, meeting booking, risk forecasting, team visibility, executive productivity, project workflows, task scheduling software, real-time updates, crm integration, team performance analytics, individual task management, blockers identification, status tracking, customizable dashboards, notetaking integration, project documentation, task hierarchy management, collaborative workspaces, kanban view, comprehensive project management, productivity, information technology & services, artificial intelligence, professional training & coaching, computer software, enterprises",+1 860-522-1322,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Microsoft Office 365, Amazon AWS, WP Engine, Typeform, Webflow, WordPress.org, Zoho CRM, DoubleClick Conversion, Adobe Media Optimizer, Mobile Friendly, Facebook Custom Audiences, Webex, Bing Ads, Google Analytics, YouTube, Google Tag Manager, Facebook Login (Connect), Hotjar, Google Dynamic Remarketing, DoubleClick, Stripe, ON24, Facebook Widget, Open AdStream (Appnexus), Linkedin Marketing Solutions, Segment.io, Vimeo, Google AdWords Conversion, Google Font API, Intercom, Cedexis Radar, Render, Android, Circle, Remote, Reviews, AI, Node.js, React Native, Snowflake, Discord, Deel, IoT, Laravel, Phoenix, Airtable, Proofpoint",51000000,Series C,38000000,2025-09-01,3000000,,68c1a2ec4d57020001f6ef0b,8742,54151,"Motion is a dynamic startup and Y Combinator alum that provides an AI-driven productivity platform designed to enhance daily work planning and project management. The platform helps professionals prioritize important tasks, minimize meeting overload, and consistently meet deadlines by automatically monitoring and reorganizing to-do lists and calendars.

The flagship product is an advanced project management tool that automates task prioritization and scheduling. Unlike traditional software, Motion's AI advances projects as team members complete tasks, which helps prevent delays and idle time. This feature is particularly beneficial for cross-departmental workflows, allowing for smooth transitions without manual updates. Additionally, Motion offers customizable AI agents, known as AI Employees, that can perform various roles such as lead generation and CRM updates, all tailored to specific business needs.

With over 40,000 paying users, Motion serves a diverse customer base, including notable companies like MP Cloud, Ally Advantage, and Efficient App. The platform integrates with popular tools like Google Meet, Gmail, and Salesforce, making it a comprehensive solution for improving efficiency and reducing manual coordination in project management.",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/692caacb19c650000130d812/picture,,,,,,,,,,,,,,,,
NITROcrete,http://www.nitrocrete.com,Cold,Concrete World 2025,19,construction,jason.hendrix@jamersan.com,http://www.linkedin.com/company/nitrocrete,https://www.facebook.com/NITROcrete/,https://twitter.com/nitrocrete,,,,,,,"concrete strength, temperature specification compliance, real-time monitoring, cloud-based system, safety enhancement, mass concrete project support, industry partnership, safety protocols, temperature specification, liquid nitrogen, services, concrete cooling, emissions reduction, project timeline, construction, integrated batching system, cryogenic concrete cooling, government, automated temperature control, building materials, particulate matter reduction, project efficiency, sustainable concrete, ambient temperature management, project efficiency tools, liquid nitrogen application, environmental services, cloud monitoring, concrete temperature management, energy reduction, safety in concrete pouring, mass concrete, concrete industry innovation, mass concrete cooling, project management, civil engineering, b2b, concrete hydration slowing, liquid nitrogen dosing, evaporation rate management, manufacturing, shrinkage cracking prevention, real-time data, particulate matter control, regulatory compliance support, energy efficiency, concrete workability, emissions mitigation, third-party environmental analysis, temperature control, remote system management, temperature control during transit, supply chain logistics, transit condition management, mass concrete pours, evaporation rate control, cement manufacturing, regulatory compliance, hydration control, concrete cooling system, life cycle emissions reduction, sustainability, safety, waste elimination, aggregate cooling method, project cost savings, concrete temperature automation, automation, concrete hydration control, project planning and analysis, sustainable construction practices, supply chain management, project support services, on-site technical support, temperature sensor technology, sustainable construction technology, distribution, renewables & environment, productivity, mechanical or industrial engineering, logistics & supply chain",+1 970-587-7863,"Outlook, Create React App, Barracuda Networks, WordPress.org, Google Font API, YouTube, Google Tag Manager, Nginx, Gravity Forms, Apache, Hubspot, Mobile Friendly, Android, Remote",,,,,,,68c1a2ec4d57020001f6ef20,3531,32731,"NITROcrete is a leading manufacturer of concrete cooling systems that use liquid nitrogen for precise temperature control. Founded in 2012, the company developed its automated cooling system through extensive research and development. This innovative solution enhances concrete quality, durability, and production efficiency, particularly in hot weather conditions.

The automated system integrates liquid nitrogen dosing with advanced technology to maintain optimal concrete temperatures. This approach streamlines batching processes, reduces labor strain, and improves worker safety by eliminating traditional ice cooling methods. NITROcrete's technology can accelerate production and shorten project durations without compromising concrete quality. Additionally, it supports sustainability by helping concrete producers reduce waste and lower carbon emissions.

NITROcrete collaborates with major industry organizations and provides comprehensive services, including system integration, management, and technical support. The company is committed to modernizing concrete cooling for the construction industry, making it a trusted partner for large concrete producers and construction companies worldwide.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/692d8df239352500017ae64d/picture,,,,,,,,,,,,,,,,
Outdoor Exhibitor Services,http://www.outdoorretailer.com,Cold,"Concrete World 2025, Tooling & Fasteners",120,marketing & advertising,jason.hendrix@jamersan.com,http://www.linkedin.com/company/outdoor-retailer,https://www.facebook.com/OutdoorRetailer,https://twitter.com/outdoorretailer,,,,,,,"advertising services, digital marketing, outdoor trade event, innovation, retail coaching, innovation awards, outdoor brands sourcing, retail and wholesale trade, product sourcing, community engagement, industry collaboration, outdoor footwear, retail sourcing, inventory management, outdoor retail sourcing, business networking, product innovation, outdoor product development, outdoor industry event, outdoor gear marketplace, product development, outdoor gear and retail, trade shows and conferences, web search portals, libraries, archives, and other information services, outdoor gear and accessories, outdoor gear, customer experience, outdoor industry growth, retail, conferences, outdoor apparel, market trends, outdoor recreation equipment and gear, trade show organizer, industry education, outdoor gear and apparel, outdoor technology, services, business development, outdoor gear suppliers, b2b, retail buyers, outdoor recreation market, outdoor brands, outdoor sports, trade show, manufacturers, marketplace, apparel, industry growth, outdoor gear trends, content creation, outdoor recreation, outdoor gear and hardgoods, outdoor product launch, outdoor market, sustainability, outdoor product showcase, business-to-business services, outdoor industry conference, supplier connections, outdoor gear innovation, product launches, outdoor accessories, outdoor gear and technology, sporting goods, footwear, hardgoods, product showcase, training sessions, outdoor gear trade show, industry conference, suppliers, leadership seminars, industry networking, outdoor industry, outdoor industry networking, outdoor retailer, exhibitor resources, networking, emerging brands, exhibition floor, vendor relationships, education sessions, sourcing solutions, buyer program, show areas, business matchmaking, trend forecasting, raw materials, webinars, show summary, activity-focused, retailer partnerships, design center, customer connectivity, outdoor experiences, shopping experience, global suppliers, agile supply chain, how to exhibit, retail market trends, show highlights, trends and solutions, mountain culture, active lifestyle, private label products, show recap, climate responsibility, industry leaders, business opportunities, retail innovation, community sustainability, show expansion, market access, pooled resources, new materials, education, distribution, consumer_products_retail, transportation_logistics, marketing & advertising, environmental services, renewables & environment, shoes, consumer goods, consumers, apparel & fashion",+1 949-206-1677,"Cloudflare DNS, Rackspace MailGun, Sendgrid, Outlook, Pardot, CloudFlare Hosting, UltraDns, Bluekai, WordPress.org, Ad Unit 728 x 90, DoubleClick, Google Font API, Mobile Friendly, Google Tag Manager, Experient, AI, Circle, Remote",,,,,,,68c1a2ec4d57020001f6ef3b,7389,519,"Outdoor Retailer is a prominent U.S.-based company that organizes business events, tradeshows, and product demonstrations for the outdoor and winter sports industry. Founded in 1989 and operated by Emerald Expositions, it connects various stakeholders, including retailers, manufacturers, designers, distributors, and media professionals, facilitating face-to-face commerce and networking opportunities.

The company hosts large-scale trade events that allow industry participants to launch new products, engage in educational sessions, and collaborate on business growth. Outdoor Retailer also provides digital platforms to enhance these experiences, supporting the outdoor industry with media events and business solutions that keep brands aligned with market trends and consumer demands. 

With a focus on inclusivity, Outdoor Retailer emphasizes themes such as diversity, equity, and outdoor accessibility in its events. It works closely with the Outdoor Industry Association to promote a healthy and sustainable outdoor economy, serving a diverse community within the outdoor recreation ecosystem.",1989,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6927ec3ccfecba00017678ab/picture,,,,,,,,,,,,,,,,
Pearlweave Netting Corp. / Strong Man Safety Products,,Cold,Concrete World 2025,,,jason.hendrix@jamersan.com,,,,,,,,,,,,,,,,,,,68c1a2ec4d57020001f6ef48,,,,,,,,,,,,,,,,,,,,,
Peninsula Steel,http://www.peninsulasteel.com,Cold,Concrete World 2025,20,building materials,jason.hendrix@jamersan.com,http://www.linkedin.com/company/peninsulasteel,https://facebook.com/ThePeninsulaHotels,https://twitter.com/peninsulahotels,,,,,,,"steel, wholesale building materials, building materials, reinforcement products, customer service, industry compliance, welded wire reinforcement, construction reinforcement, building materials distribution, sustainability, supply chain management, inventory management, state-of-the-art technology, sustainable practices, nails, wire mesh, industry standards, custom steel solutions, steel for commercial construction, steel for residential projects, b2b, steel supplier, steel quality assurance, manufacturing technology, steel for roadways, steel product customization, steel for infrastructure projects, steel products, steel for precast concrete, industrial steel supplies, professional-grade materials, eco-conscious steel manufacturing, construction materials, innovation, steel distribution, rolling and drawing of purchased steel, services, carbon steel wire, concrete accessories, reliable delivery, steel distribution services, wire reinforcement for foundations, bar supports, steel industry innovation, eco-friendly practices, industrial equipment & supplies, competitive pricing, partnering with suppliers, international standards, high-quality steel, steel fabrication, steel manufacturing, e-commerce, manufacturing, distribution, construction, environmental services, renewables & environment, logistics & supply chain, consumer internet, consumers, internet, information technology & services, mechanical or industrial engineering",+1 844-783-0373,"Gmail, Google Apps, Microsoft Office 365, Cloudflare DNS, Outlook, CloudFlare Hosting, Bluekai, Brightroll, Atlassian Cloud, OneTrust, Bootstrap Framework, reCAPTCHA, Mobile Friendly, Apache, WordPress.org, Google Analytics, Google Tag Manager, SiteCore, ASP.NET",,,,,9635000,,68c1a2ec4d57020001f6ef4a,3312,33122,"Peninsula Steel focuses on value-added steel 
products for the construction and industrial 
markets. With state-of-the-art technology, we 
manufacture high-quality products that exceed 
international standards.

We partner with both domestic and international 
suppliers, ensuring optimal inventory levels and competitive pricing.

Peninsula Steel is part of the Aceromex Group",2016,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6926dddcfdb9c10001187f43/picture,"The Hongkong and Shanghai Hotels, Limited",,,,,,,,,,,,,,,
Penta Software,http://www.penta.com,Cold,Concrete World 2025,50,information technology & services,jason.hendrix@jamersan.com,http://www.linkedin.com/company/pentasoftware,https://www.facebook.com/PentaSoftwareLLC/,https://twitter.com/team_penta,,,,,,,"construction erp software, construction accounting & payroll software, job cost accounting software, construction project management software, paperless operations, field service, business analytics software, equipment management software, contractor software, software development, cost tracking, document management, operational efficiency, analytics and dashboards, customer service, construction payroll, construction, union payroll management, business intelligence, cloud hosting, financial reporting, mobile time tracking, inventory management, compliance, field service management, construction management, industry-specific workflows, customer relationship management, real-time reporting, project management, automation of wage calculations, integration capabilities, construction erp, comprehensive reporting, financial management, engineering services, information technology, specialty contractor solutions, automation, job costing, customizable erp, erp solutions, job cost management, payroll processing, automated forecasting, business growth, scalable erp, support consulting, data integration, mobile field service, labor management, job costing module, profitability optimization, customizable platform, service operations, timecard integration, customer support, industry expertise, revenue recognition, automated payroll, client success management, cost control, integration partners, construction insights, team collaboration, multi-trade payroll, field technician tools, real-time visibility, performance management, job performance analysis, subscription services, solution configuration, construction industry, api integrations, resource allocation, forecasting tools, user-friendly interface, training and support, saas, b2b, finance, construction & real estate, information technology & services, analytics, cloud computing, enterprise software, enterprises, computer software, crm, sales, productivity, financial services",+1 262-782-7700,"Route 53, Amazon SES, Mailchimp Mandrill, Outlook, VueJS, Sage Intacct, Jira, Atlassian Confluence, Atlassian Cloud, React, Python, Google Tag Manager, WordPress.org, Gravity Forms, reCAPTCHA, Mobile Friendly",,,,,18000000,,68c1a2ec4d57020001f6ef4c,7373,54133,"Penta Software specializes in enterprise resource planning (ERP) and construction management software tailored for specialty contractors in the construction industry. With over 50 years of experience, Penta provides scalable and customizable software solutions that enhance job costing, payroll, field service, financial management, and labor management. Their offerings aim to optimize operational efficiency and profitability for construction businesses.

As part of the JDM Technology Group, Penta has a strong commitment to customer partnerships and service. Their software includes integrated modules for job costing, field service management, financial management, payroll processing, equipment management, project management, and labor management. Penta serves a diverse range of specialty contractors, including those in concrete, mechanical, industrial, oil and gas, fire protection, electrical, utility, heavy and civil, and environmental sectors. Their solutions are designed to address the unique challenges faced by these contractors, ensuring a robust platform that supports business growth.",1968,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/692e838de8d72900013fcbe7/picture,JDM Technology Group (jdmtechnologygroup.com),,,,,,,,,,,,,,,
"Phoenix International Group, Inc.",http://www.phnx-international.com,Cold,"Concrete World 2025, Tooling & Fasteners",280,oil & energy,jason.hendrix@jamersan.com,http://www.linkedin.com/company/phoenix-international-holdings-inc-,https://facebook.com/PhoenixInternational/,https://twitter.com/phnx_underwater?lang=en,,,,,,,"oil & gas, engineering, commercial diving, inspection, maintenance, repair, atmospheric diving, wind farm support, search, recovery, submarine rescue, inland diving, underwater welding, remotely operated vehicles, autonomous underwater vehicles, waterborne repairs, ship repair, marine engineering, dam imr, subsea systems, consulting, pressurized submarine rescue system, services, deep ocean recovery, non destructive testing, government, marine services, offshore wind support, deep sea search & recovery, diving operations, project management, b2b, offshore oil & gas, deep ocean search, engineering services, irm (inspection, repair, maintenance), atmospheric diving systems, safety and quality management, seabed survey, underwater solutions, rov and auv operations, naval architecture, geophysical survey support, oil & energy, productivity, information technology & services",+1 301-341-7800,"DNS Made Easy, Microsoft Office 365, WordPress.org, Google Tag Manager, YouTube, Cedexis Radar, Google Analytics, Adobe Media Optimizer, Nginx, reCAPTCHA, Vimeo, Mobile Friendly, Phoenix, Remote",,,,,62300000,,68c1a2ec4d57020001f6ef51,8711,54133,"Phoenix International Holdings, Inc. is an employee-owned marine services contractor that has been operating since 1997. The company is ISO 9001:2015-certified and specializes in advanced underwater operations and engineering solutions. They offer a wide range of services, including deep ocean surveys, search and salvage, waterborne ship inspection, repair and maintenance, submarine rescue solutions, and support for offshore oil and gas infrastructure and wind farms.

With eight regional support facilities across the East, Gulf, and West Coasts of the United States, Phoenix is equipped to respond quickly to underwater needs globally. Their services utilize advanced technologies such as diving systems, Remotely Operated Vehicles (ROVs), and Autonomous Underwater Vehicles (AUVs). The in-house engineering division enhances their capabilities, providing innovative solutions for complex marine environments.

Phoenix serves a diverse clientele, including commercial and government sectors, with a focus on safety and operational excellence. Their notable projects include the recovery of military aircraft, deep ocean salvage operations, and forensic inspections. The company is recognized for delivering specialized underwater solutions through skilled personnel and comprehensive engineering support.",1997,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/692d4b41e256e7000182cce0/picture,,,,,,,,,,,,,,,,
ProClip USA,http://www.proclipusa.com,Cold,Concrete World 2025,37,electrical/electronic manufacturing,jason.hendrix@jamersan.com,http://www.linkedin.com/company/proclip-usa,http://facebook.com/handsfreeipad,http://twitter.com/handsfreeipad,,,,,,,"mobile device holder & mount, mobile device pedestal, vehicle mount, smartphone, iphone, ipad, tablet, barcode scanner, gps, mobile computer, twoway radio, payment terminal, satellite radio, suction cup, consumer electronics, mobile, b2b, construction, heathcare, information technology, enterprise software, software, computers & electronics manufacturing, dashboard mounts, vehicle mounting solutions, phone holders, mounting bases, fleet vehicle mounts, medical equipment and supplies manufacturing, phone holders for cars, high durability, car organization, custom vehicle mounts, public safety device mounts, car phone mounts, rugged mounting solutions, custom-fit mounts, industry-specific mounting solutions, warehousing, customer service, transportation, materials handling & warehouse, government, e-commerce, high-quality materials, magnetic holders, spare parts, next-generation tablet mounting, automotive, tablet holders, services, backup camera mounts, healthcare device mounts, healthcare, mounting accessories, easy installation, wireless charging holders, public safety, warehouse device mounts, vehicle mounts, marine and aviation mounts, proprietary design, modtek system, device mounting solutions, universal holders, magnetic phone holders, gps holders, durable and secure, two-way radio mounts, mobile device holders, industrial-grade mounts, retail, d2c, precise cnc machining, b2c, manufacturing, distribution, consumer products & retail, transportation & logistics, ios, internet, information technology & services, mobile devices, consumers, hardware, enterprises, computer software, electrical/electronic manufacturing, mechanical or industrial engineering, consumer internet, health care, health, wellness & fitness, hospital & health care, electronics, shopping",+1 800-296-3212,"NetSuite, Mailchimp Mandrill, Rackspace MailGun, Outlook, MailChimp SPF, Media Temple SSL, WP Engine, UPS, React Redux, React, DoubleClick, Klaviyo, AvantLink, Shopify, AvantMetrics, DoubleClick Conversion, Facebook Login (Connect), reCAPTCHA, Google Tag Manager, Facebook Widget, YouTube, Typekit, Bing Ads, Mobile Friendly, Facebook Custom Audiences, Google Dynamic Remarketing, Google Font API, Salesforce, Remote",,,,,10378000,3,68c1a2ec4d57020001f6ef67,3711,33911,"ProClip USA is a prominent designer, importer, and distributor of mobile device mounting solutions in North and South America. Founded in the late 1990s by CEO Bjorn Spilling, the company is based in Madison, Wisconsin. ProClip exclusively imports products from Brodit AB, a Swedish manufacturer known for its communication device mounts for vehicles.

The company focuses on providing safe and durable mounting solutions for various mobile devices used in vehicles and workplaces. ProClip's product range includes mounts and cradles for cell phones, tablets, GPS systems, and more, designed to keep devices secure and accessible. Their offerings cater to a wide array of industries, including transportation, healthcare, and public safety, and are suitable for use in diverse environments such as cars, trucks, and warehouses.

ProClip USA utilizes CNC machining with ABS and acetal polymers in its manufacturing process, allowing for customized and durable mounts. This approach supports efficient production, accommodating orders of any size while ensuring high quality and adaptability for demanding conditions.",2004,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6924c1e7d96c2100011de41d/picture,,,,,,,,,,,,,,,,
Protiv,http://www.protiv.com,Cold,"Concrete World 2025, Tooling & Fasteners",15,information technology & services,jason.hendrix@jamersan.com,http://www.linkedin.com/company/protiv,https://www.facebook.com/protivpropay/,,,,,,,,"compensation, cleaning services, construction, delivery services, time & attendance, hr compliance, employee tracking, payroll, subcontracting, home services, productivity, motivation, employee benefits, recruiting, employee retention, technology, information & internet, performance bonuses, performance leaderboards, performance goals, performance communication, trade industry software, performance accountability, performance rewards, electrical, business intelligence, performance-based pay, performance roi, performance integration, quality assurance, performance metrics, performance milestones, b2b, real-time insights, performance automation, performance reporting, field worker incentives, trade services, plumbing, performance management, hvac, performance incentives, workforce management, project management, cost control, workforce performance, performance-driven culture, construction project management, performance dashboards, bonus tracking, services, performance optimization, real-time job data, performance culture, landscaping, pay-for-performance, performance rework reduction, painting, performance analytics, team motivation, employee incentives, performance platform, management consulting services, performance improvement tools, productivity improvement, performance management system, performance tracking, performance feedback, saas, trade, workforce productivity, labor management, bonus management, real-time data, performance improvement, information technology & services, analytics, arts & crafts, art, computer software",+1 877-577-6848,"Gmail, Google Apps, Amazon AWS, React Redux, Braze, Facebook Login (Connect), DoubleClick Conversion, HeapAnalytics, Dropbox, Hubspot, DoubleClick, Google AdWords Conversion, reCAPTCHA, Google Font API, Linkedin Marketing Solutions, Vimeo, YouTube, Google Dynamic Remarketing, WordPress.org, Facebook Widget, Mobile Friendly, Varnish, Google Tag Manager, Cloudinary, Facebook Custom Audiences, Discord, Reviews",,,,,,,68c1a2ec4d57020001f6ef6c,1799,54161,"Protiv Nutrition Ltd is a private limited company based in the United Kingdom, incorporated on February 8, 2022. The company is located at 3rd Floor, 207 Regent Street, London. It operates primarily in the retail sector, focusing on online sales through mail order and other non-physical retail channels.

The business model of Protiv Nutrition Ltd suggests a specialization in nutritional products or supplements, aligning with its name. The company is active and adheres to UK company filing requirements, with upcoming deadlines for accounts and confirmation statements.",2020,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/692dfd9e406957000162ef00/picture,,,,,,,,,,,,,,,,
