Company Name,Company Name for Emails,# Employees,Industry,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Final Analysis of Qualification 3345,Prerequisite: Research Target Company,Assign as B2B or B2C 4355,Know if a company had executive changes 6825,Determine research guidelines 6759,Research target company 5822,E-Commerce Platform,Qualify Account,Prerequisite: Determine Research Guidelines,Column 1,Column 2
Liberty Ammunition,Liberty Ammunition,13,defense & space,http://www.libertyammo.com,http://www.linkedin.com/company/liberty-ammunition,https://www.facebook.com/LibertyAmmunition,https://twitter.com/LibertyAmmo,,,,,,,"ammunition, law enforcement ammunition, military ammunition, hunting ammo, defense & space manufacturing, apparel, barrier penetration technology, speed of sound rounds, law enforcement equipment, copper alloy projectiles, impact energy, b2b, impact trauma, barrier breaching, barrier penetration, hydrostatic shock, civil defense rounds, impact trauma rounds, custom-designed projectiles, impact rupture design, speed and accuracy, ammunition manufacturing, impact disruption, e-commerce, armor-piercing design, all other fabricated metal product manufacturing, precision manufacturing, hydrostatic shock effect, compact carry rounds, high-performance ammo, law enforcement ammo, barrier penetration rounds, mod (maximum organ displacement), impact energy transfer, military equipment & supplies, military standard ammo, patented bullet design, impact rupture, impact rupture pattern, government, defense & security, ammunition technology, tissue disruption, impact rupture rounds, self-defense rounds, custom copper projectiles, ballistics, lead-free ammunition, impact rupture technology, manufacturing, distribution, consumer products & retail, consumer internet, consumers, internet, information technology & services, mechanical or industrial engineering",+1 941-567-6178,"Cloudflare DNS, SendInBlue, Outlook, Microsoft Office 365, DigitalOcean, Mobile Friendly, Nginx, Vimeo, YouTube, Woo Commerce, WordPress.org, reCAPTCHA, Google Analytics, Google Font API, Google Places, Google Maps, Hotjar, Quantcast, Yelp, Google Tag Manager, Remote, Render",,,,,,,68c19ef153185b0001bac53a,3482,33299,"Liberty Ammunition, based in Bradenton, Florida, was founded in 2005 and specializes in high-performance ammunition technology, particularly for self-defense applications. The company is a leader in the ammunition industry, holding over 15 patents, including the notable Liberty 5.56 armor-piercing design, which is widely used in military settings.

The company's product offerings include Civil Defense ammunition, which features high-speed, lead-free rounds designed for effective personal defense. Their Ultra Light ammunition provides lightweight options that enhance carry comfort without compromising performance. Additionally, Liberty Ammunition supplies military and law enforcement with specialized rounds that meet rigorous standards. Their commitment to innovation and quality control is evident, as each bullet undergoes individual inspection. Liberty Ammunition serves a diverse clientele, including law enforcement, military personnel, and civilian shooting enthusiasts, all seeking reliable self-defense solutions.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/692ff0cd2c0dfa00014c6210/picture,,,,,,,,,,,,,,,,
LionSteel Knives,LionSteel Knives,8,mechanical or industrial engineering,http://www.lionsteel.it,http://www.linkedin.com/company/lionsteel-knives,https://www.facebook.com/LionsteelKnives,https://twitter.com/LionSteelknives,,,,,,,"manufacturing, product development, design, product innovation, blade manufacturing, custom handmade knives, d2c, blade show awards, awards, b2c, custom knives, craftsmanship, e-commerce, designer collaborations, artistic knife collection, artisanal craftsmanship, b2b, tactical gear, knife awards, customer service, steel damascus, consumer goods, cnc machining, sintered steel, collaborations, customization, collaborative projects, award-winning products, folding knives, high-tech knife accessories, manufacturing quality, arts, entertainment, and recreation, knives, quality control, accessories, cutlery, carbon fiber handles, steel alloys, manufacturing process, tactical knives, blade of the year, all other fabricated metal product manufacturing, high-quality steel, online shop, knife accessories, manufacturing technology, steel treatment, collaborative knife projects, italy, fixed blades, innovation, knife design, blade sharpening, artisan knives, tactical, award-winning, artisanal, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services, machinery",,"Gmail, Google Apps, Bootstrap Framework, Apache, Google Tag Manager, Vimeo, Mobile Friendly, Google Font API, AI",,,,,7432000,,68c19ef153185b0001bac548,3399,33299,"lionSTEEL cutlery in Maniago, Italy, where experience blends with innovation creating the ultimate knife.",1969,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6700f92f3ed3940001a9c871/picture,,,,,,,,,,,,,,,,
LOK Grips,LOK Grips,10,retail,http://www.lokgrips.com,http://www.linkedin.com/company/lok-grips,https://www.facebook.com/pages/LOK-Grips/689876421104317,https://twitter.com/LOKGrips,,,,,,,"gun grip color liners, all other fabricated metal product manufacturing, gun grip manufacturing, gun stand accessories, manufacturing, firearm customization, ar-15 grip liners, custom engraving and inlays, usa-made gun accessories, specialty firearm grips, gun grip design innovation, precision cnc machining, gun grip material options, firearm grip branding, firearm grip installation, firearm aesthetic upgrades, sporting goods, durable grip materials, firearm grip materials, gun accessory retail, competitive shooting accessories, firearms & ammunition, gun grip customization options, precision manufacturing, firearm accessories, gun grips, firearm grip personalization, gun grip for competition, gun grip texture patterns, 1911 grips, high-quality firearm grips, ergonomic firearm grips, made in usa, 1911 grip upgrades, firearm control enhancement, ergonomic design, gun grip textures, ar-15 grips, cnc automation, custom engraved gun grips, reliable firearm parts, gun grip liners, custom pistol grips, firearm customization accessories, b2b, b2c, e-commerce, firearms, gun accessories, customization, firearm parts, gun grip materials, competitive shooting, firearm upgrade, reliable firearm accessories, gun grip engraving, firearm control, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",+1 616-389-0666,"Gmail, Google Apps, Zoho Email, Reamaze, Google Font API, Typekit, Paypal, YouTube, Braintree, Google Tag Manager, Mobile Friendly, reCAPTCHA, Circle, Reviews, IoT, Android, AI, Node.js",,,,,,,68c19ef153185b0001bac552,3999,33299,"LOK Grips designs and manufactures high-quality pistol grips and firearm accessories, all made in the USA. We specialize in CNC-machined grips crafted from premium materials like G10, aluminum, and brass, offering a wide range of textures, colors, and designs to meet the needs of competitive shooters, everyday carriers, and firearm enthusiasts. Our products are trusted by top competitors and manufacturers for their precision, durability, and superior ergonomics. In addition to grips, we produce magazine base pads, extensions, and other firearm components, continuously expanding our product line to meet customer demands. At LOK Grips, we take pride in handling everything in-house — from engineering and machining to quality control and order fulfillment — ensuring top-notch quality and service with every order.",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/692d6a144b64240001b1e63b/picture,,,,,,,,,,,,,,,,
Lone Wolf Arms / Primary Weapons Systems,Lone Wolf Arms,39,sporting goods,http://www.primaryweapons.com,http://www.linkedin.com/company/primary-weapons-systems,https://www.facebook.com/primaryweapons,https://twitter.com/primaryweapons,,,,,,,"sporting goods manufacturing, suppressors, law enforcement equipment, firearms manufacturing, pws ar series, military and law enforcement, complete rifles, sporting firearms, rifles, conversion kits, access control, sporting goods, tactical rifles, cnc machining, uppers, accessories, all other fabricated metal product manufacturing, precision manufacturing, ar series, services, military equipment, firearms manufacturer, small parts, lowers, uppers and lowers, a5 buffer system, sporting rifles, high quality components, magwells, b2b, e-commerce, firearms, military, law enforcement, sporting, cnc, ar-15, ar-10, machinery, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",+1 208-344-5217,"Cloudflare DNS, Outlook, Microsoft Office 365, Amazon AWS, CloudFlare Hosting, Magento, Mobile Friendly, Google Tag Manager, Google Maps, Google Font API, AvantMetrics, Listrak, YouTube, AddThis, reCAPTCHA, Apache, Vimeo, Google Maps (Non Paid Users)",,,,,3775000,,68c19ef153185b0001bac554,3599,33299,"Primary Weapons Systems (PWS) is a firearms manufacturer based in Boise, Idaho, founded in 2008 by firearm enthusiasts. The company specializes in designing and producing high-quality tactical and sporting rifles, firearm components, and accessories. PWS is recognized for its innovative long-stroke piston system, which enhances reliability and reduces maintenance needs, particularly in high-volume fire situations.

PWS offers a range of products, including the MK1 and MK2 series rifles, muzzle devices like flash suppressors and compensators, and suppressors designed to minimize noise and muzzle blast. The company also produces various firearm components that allow for customization and improved performance. PWS emphasizes rigorous testing of its products to ensure durability and effectiveness across different rifle platforms.

The company serves a diverse customer base, including military and law enforcement agencies, civilian firearm enthusiasts, and gunsmiths. PWS is committed to quality and customer service, supported by a dedicated team focused on compliance, sourcing, and sales.",2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6932648ee3ab8b00018309d8/picture,,,,,,,,,,,,,,,,
Longfri Technologies,Longfri,2,,http://www.longfri.com,http://www.linkedin.com/company/longfri-technologies-co.-ltd,,,,,,,,,,+1 909-693-3069,Outlook,,,,,,,68c19ef153185b0001bac556,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,,,,,,,,,
Maglula Ltd.,Maglula,0,,http://www.maglula.com,,https://www.facebook.com/Maglula,,,,,,,,,,"Google Tag Manager, reCAPTCHA, Mobile Friendly, Facebook Widget, WordPress.org, Facebook Custom Audiences, YouTube, Apache, Facebook Login (Connect), Google Analytics, Woo Commerce",,,,,,,68c19ef153185b0001bac570,,,"Maglula, Uplula's Speed Loaders: Pistol Mag Loaders & Rifle Mag Loaders. Made w Durable reinforced polymer. Eliminates thumb pain & injury.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68688a036b659d0001338133/picture,,,,,,,,,,,,,,,,
Magpul Industries Corp.,Magpul Industries,250,sporting goods,http://www.magpul.com,http://www.linkedin.com/company/magpul-industries-corp,https://www.facebook.com/magpul/,https://twitter.com/Magpul,,,,,,,"retail, firearm accessories, complete firearm design, firearm reliability enhancement, firearm accessory innovation, gun handling efficiency, eyewear, firearm upgrade kits, firearm innovation, military-grade accessories, ranger plates, weapon accessories, firearm internal parts, firearm industry, industry collaboration, b2c, magpul products, industry standards, military contracts, gun maintenance parts, magpul pdr, firearm parts, firearm reliability, firearm safety, competitive shooting gear, firearm design collaboration, all other fabricated metal product manufacturing, british ministry of defence, product development, advanced firearm technology, manufacturing, b2b, tactical accessories, nato stock numbers, firearm customization, law enforcement gear, e-commerce, tactical gear, self-leveling followers, firearm manufacturing, folding submachine guns, firearm accessory manufacturing, specialized firearm components, civilian firearm accessories, firearm performance, advanced weapon concepts, d2c, military firearm supplies, government contracts, distribution, user experience, magazine technology, innovation, quality control, firearm design, services, firearm reliability parts, magazine accessories, rifle stocks, industry show unveilings, durability, gun enthusiast gear, product innovation, user-focused design, government, gun handling improvement, firearm upgrades, firearm components, firearms accessories, ar15, m4, m16, pmags, ak, glock, amags, sig p320, bolt action, rail systems, m-lok, stocks, grips, slings, sights, bipods, handguards, receiver accessories, suppression covers, firearm attachments, arms accessories, hunting gear, daka organization, casual performance, military discount, first responder gear, hard cases, soft cases, magazine covers, vertical grips, fore grips, light mounts, sling attachments, picatinny rails, gun cleaning kits, tactical apparel, leather belts, polymer belts, headwear, t-shirts, hoodies, sweatshirts, shooting gear, gun safety accessories, hunting clothing, field trays, consumer products & retail, consumer goods, consumers, mechanical or industrial engineering, consumer internet, internet, information technology & services, ux",+1 877-462-4785,"Cloudflare DNS, CloudFlare Hosting, ADP, accessiBe, FedEx, The Trade Desk, Webflow, Magento, Vimeo, Cedexis Radar, DoubleClick, Google Analytics, Google Dynamic Remarketing, Google Tag Manager, YouTube, Facebook Widget, Hotjar, Bootstrap Framework, New Relic, Mobile Friendly, Facebook Login (Connect), reCAPTCHA, Facebook Custom Audiences, DoubleClick Conversion, Listrak, Wordpress.com, WordPress.org, Visa Checkout, AvantMetrics, Bazaarvoice, Adobe Media Optimizer, AI",,,,,41757000,,68c19ef153185b0001bac573,3699,33299,"Magpul Industries Corporation, founded in 1999 by Richard M. Fitzpatrick, specializes in designing and manufacturing high-tech polymer and composite firearms accessories. The company is known for its innovative products, starting with the original ""Magpul"" device that aids in manipulating rifle magazines. Magpul's product line includes polymer magazines, firearm parts, and accessories compatible with various firearms, such as AR-15, AK-47, and popular shotguns.

The company operates through three main divisions: Magpul Industries, which focuses on firearms accessories; Magpul Professional Training & Simulation (PTS), which produces airsoft-compatible accessories and guns; and Magpul Dynamics, which offers firearms training and instructional videos. Magpul has built a strong reputation for quality and reliability, serving military, law enforcement, and civilian shooting enthusiasts worldwide. With a commitment to innovation and efficiency, Magpul continues to develop products that enhance performance under stress.",1999,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69355ab583a2a200010f718e/picture,,,,,,,,,,,,,,,,
Mantis,Mantis,39,mechanical or industrial engineering,http://www.mantisx.com,http://www.linkedin.com/company/mantisx,https://facebook.com/mantisfts,,,,,,,,"firearms, training, devices, manufacturing, multi-platform compatibility, performance analytics, blackbeardx dynamic analysis, app-guided training, smartphone app, training in home environment, b2c, laser target practice, military-grade equipment, training modes, training challenges, motion sensors, b2b, multi-target analysis, coaching tips, training for bows, sports and recreation, multi-target engagement, e-commerce, training for pistols and rifles, precision shooting improvement, training drills, mantisx systems, movement pattern detection, malfunction drills, jewelry and silverware manufacturing, dry fire training, laser training system, shooting accuracy, shot timing, dynamic shooting analysis, d2c, training reports, recoil analysis, blackbeard trigger reset, trigger control analysis, training for law enforcement, real-time feedback, firearm motion analysis, training aids, performance tracking, laser indicator, military and law enforcement use, data-driven shooting, firearms training, training for competitive shooters, services, sensor technology, movement efficiency analysis, special forces training, government, gun training system, retail, military and law enforcement training, holster draw analysis, bluetooth connectivity, ar-15 dry fire, scoring system, shooting improvement, progress tracking, education, distribution, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",+1 630-551-8171,"Gmail, Google Apps, Microsoft Office 365, Digital Ocean Spaces, YouTube, Paypal, Google Analytics, Facebook Login (Connect), CrazyEgg, Facebook Widget, DoubleClick Conversion, AvantMetrics, Twitter Advertising, Google Play, Mobile Friendly, Shopify, Facebook Custom Audiences, Hotjar, Klaviyo, Amadesa, DoubleClick, AvantLink, Google Dynamic Remarketing, Google Font API, Google Tag Manager, Visual Website Optimizer, iTunes, Remote, AI",,,,,,,68c19ef153185b0001bac57a,3691,33991,"Mantis is a tech company that provides marksmen of all skill levels with tools to improve their  mechanics. We developed a patent-pending device that attaches to your firearm, connects to your smartphone/tablet, and tracks the movement of the barrel during the trigger pull.  MantisX collects and analyzes thousands of datapoints per second.  From that information we extract powerful data and suggestions on how you can improve the most effectively.

When performance is measured, performance improves.",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/691b2390d6f9a30001b41c22/picture,,,,,,,,,,,,,,,,
Marcegaglia Stainless Richburg,Marcegaglia Stainless Richburg,280,machinery,http://www.marcegagliadobrasil.com,http://www.linkedin.com/company/marcegaglia-do-brasil-ltda,,,,,,,,,"industrial machinery manufacturing, cold forming, steel for appliances, supply chain management, iso 14001:2015, sustainable manufacturing, refrigeration, sustainability, distribution, steel for construction, cold rolled steel, manufacturing, steel processing, b2b, stainless steel, refrigeration tubes, galvanized steel, structural profiles, automotive, steel manufacturing automation, engineering, construction, steel sheets, services, steel for refrigeration, refrigeration components, energy efficiency, quality control, welding, steel products, product traceability, steel tubes, structural steel profiles, iso 9001:2015, steel for automotive, manufacturing process, alternative energies, supply chain, rolling and drawing of purchased steel, carbon steel sheets, stainless steel tubes, steel quality certifications, reduction of waste, custom steel solutions, steel for industrial applications, certified production, welded tubes in steel grades, welded steel tubes, traceability, quality assurance, compliance, structural steel, logistics & supply chain, environmental services, renewables & environment, mechanical or industrial engineering",,"Microsoft Azure Hosting, Outlook, Microsoft Office 365, Webflow, Apache, WordPress.org, Mobile Friendly, Linkedin Marketing Solutions, Google Analytics, Gravity Forms, OpenSSL, Google Tag Manager, reCAPTCHA, Google Font API, Woo Commerce, Facebook Login (Connect), Facebook Widget",,,,,620000000,,68c19ef153185b0001bac57f,3312,33122,"Marcegaglia do Brasil Ltda is a subsidiary of the Marcegaglia Group, a leading Italian multinational in the steel processing industry with over 60 years of experience. The company is based in the United States and specializes in the international trade of steel products, exporting to markets such as Mexico, Paraguay, and Colombia, while importing from China and India.

The company offers a wide range of steel products, including carbon steel, stainless steel, flat products, welded tubes, heavy plates, and specialty steel items. Marcegaglia do Brasil Ltda serves various industries, including automotive, electrical appliances, construction, and food and papermaking, benefiting from the extensive manufacturing capabilities of the Marcegaglia Group. This positions the company as a significant player in the global steel market, focusing on meeting the needs of industrial customers across the Americas.",1999,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6939217c7dcf8900019d3ace/picture,,,,,,,,,,,,,,,,
Marubeni Citizen Cincom Inc,Marubeni Citizen Cincom,81,machinery,http://www.marucit.com,http://www.linkedin.com/company/marubeni-citizen-cincom-inc,https://www.facebook.com/Marubeni.Citizen.Cincom.Inc/,https://twitter.com/MCC_CNC,,,,,,,"machinery manufacturing, flexible guide bushing technology, machine security and export control, machine tool manufacturing, swiss cnc lathe features, swiss-type cnc lathes, superimposed operation, parts ejection and palletizing, coolant systems, advanced high-pressure coolant systems, low frequency vibration cutting, laser cutting and welding, motion relocation detection for export compliance, industrial machinery manufacturing, laser system integration, multi-operation synchronized control, precision machinery, cnc machining, thread whirling for medical screws, custom accessories for medical and aerospace parts, automated manufacturing, automation systems, wincnc software, laser technology, accessories, cnc automatic lathes, manufacturing, b2b, multi-axis machining, guide bushings and bar feeders, high-speed machining centers, swiss-type turning centers, accessories for cnc machines, b-axis machining, parts handling systems, coolant and chip control systems, bar loaders, manufacturing automation, machine control software, parts handling automation, machine tool accessories, motion relocation detector, services, synchronous operation, laser etching and welding, automated material handling for medical manufacturing, wints software, high-precision machining, high-speed spindle systems, training & support, automatic tool changers, automation equipment manufacturing, precision machining, healthcare, education, distribution, machinery, mechanical or industrial engineering, health care, health, wellness & fitness, hospital & health care",+1 201-818-0100,"Outlook, MailChimp, Simpli.fi, Bootstrap Framework, Google Tag Manager, Mobile Friendly, YouTube",,,,,10000000,,68c19ef153185b0001bac581,3599,33324,"Marubeni Citizen-Cincom, Inc. is a joint venture established in 1984 between Marubeni Corporation and Citizen Watch Company. The company is based in Allendale, New Jersey, with additional offices in California, Illinois, and Massachusetts. It specializes in the marketing and servicing of Citizen's CINCOM family of Swiss-type CNC automatic lathes, which are known for their high precision and versatility in complex machining tasks.

The core product line includes CNC automatic lathes with multi-axis capabilities and high spindle speeds, designed for small and complex parts. Marubeni Citizen-Cincom also provides comprehensive marketing, sales, and after-sales services, including operator and technician training programs. The company serves a wide range of industries, such as automotive, medical devices, and electronics, focusing on high-performance machining solutions and customer engagement.",1984,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/681db254795fba0001b6e0f3/picture,,,,,,,,,,,,,,,,
MDT Sporting Goods,MDT Sporting Goods,99,sporting goods,http://www.mdttac.com,http://www.linkedin.com/company/mdtchassis,https://facebook.com/MDTTAC21,,,,,,,,"precision shooting, rifle magazines, tactical shooting, shooting accessories, hunting, sporting goods manufacturing, b2c, remington 700 chassis, hunting rifles, ammunition and accessories, scope mounts, modular rifle systems, d2c, e-commerce, retail, hunting equipment, military and law enforcement, v-block bedding, all other fabricated metal product manufacturing, government, bipods, rifle stocks, acc premier gen2, magazine accessories, jae-700 g4, b2b, long-range shooting, rifle upgrades, firearms, arca rails, rimfire chassis, accessories, scope bases, competition shooting, military equipment, precision rifle chassis, rifle chassis, xrs chassis, sport shooting accessories, accuracy enhancement, tikka t3 chassis, scope rings, customizable rifle systems, m-lok accessories, sporting goods, cz 455 chassis, tac21 gen2, magazines, lss-xl gen2, bottom metals, howa 1500 chassis, magazine extenders, factory rifle upgrades, tactical rifles, aics magazines, rifle accessories, competition, tactical, military, customization, modular system, long-range, accuracy, chassis, stocks, consumer internet, consumers, internet, information technology & services, publishing, media",+1 604-393-0800,"Cloudflare DNS, Rackspace MailGun, Gmail, Google Apps, Microsoft Office 365, CloudFlare Hosting, Atlassian Cloud, Magento",,,,,,,68c19ef153185b0001bac592,3599,33299,"MDT Sporting Goods, also known as Modular Driven Technologies Corp., is a Canadian manufacturer founded in 2009 by Laszlo Klementis. The company specializes in precision rifle chassis systems, magazines, and shooting accessories aimed at enhancing rifle accuracy and ergonomics for tactical and precision shooting.

MDT's flagship product, the TAC21 chassis, was developed with insights from competitive shooters and advanced CNC machining. This product, along with others like the LSS GEN3 chassis, bipods, and scope mounts, allows for customization without compromising rifle performance. The company collaborates closely with shooters worldwide to ensure high standards of functionality and performance in its products.

Operating from Chilliwack, British Columbia, MDT employs approximately 200-500 people and generates an estimated annual revenue of $69.5 million. The company is recognized as a leader in the precision rifle accessories market and is committed to social responsibility, supporting initiatives like Lantern Rescue, which combats human trafficking.",2009,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6932bb73ccd0ab0001380725/picture,,,,,,,,,,,,,,,,
Merlin Mold & Manufacturing,Merlin Mold & Manufacturing,9,plastics,http://www.merlinmoldmfg.com,http://www.linkedin.com/company/merlin-mold-manufacturing-inc,https://www.facebook.com/people/Merlin-Mold-Manufacturing/61556156021408/,,,,,,,,"injection molding & manufacturing, plastics & rubber product manufacturing, cnc machining, quality control lab, tight tolerance mold builds, process optimization, manufacturing, medical industry, complex mold builds, zeiss contura cmm, over-molding, high-precision manufacturing, plastic injection molding, fda compliant medical parts, firearms manufacturing, complex medical molds, precision engineering, vision system inspection, services, comprehensive quality management, firearms & defense, consumer goods & home safety, lean six sigma, supply chain management, defense & security, edm laser welding, insert-molding, large-scale production, contract manufacturing, design and engineering services, custom mold design, itar certified, transportation, iso 9001, complex parts manufacturing, value-added assembly services, high-quality production, b2b, fml & ul certification, advanced molding techniques, medical devices, certified manufacturing, consumer goods, medical device components, packaging capabilities, dod manufacturing, jewelry and silverware manufacturing, rapid turnaround, high-engineered resins, value-added assembly, custom plastic parts, industry-specific solutions, ul & fm certified, insert-molding for safety devices, healthcare, defense, medical, certifications, technologies, industry_verticals, product_focus, chemicals, machinery, mechanical or industrial engineering, logistics & supply chain, hospital & health care, consumers, health care, health, wellness & fitness",+1 315-697-3924,"Outlook, Amazon AWS, Google Tag Manager, Vimeo, Mobile Friendly, AI",,,,,,,68c19ef153185b0001bac5a2,3559,33991,"We are proudly located in the thriving heart of the United States, just outside Syracuse, New York, in Madison County.

At Merlin Mold & Manufacturing, we specialize in providing a comprehensive range of in-house services, from Engineering Design, Injection Molding, and Production Machining to Full Product Assembly. Our commitment to excellence extends across diverse sectors, making us a go-to partner for industries such as:

Transportation
Automotive
Aerospace
Consumer Goods
Outdoor Sports
Medical
Athletic Equipment
And Other Specialty Products

Our expertise spans a broad spectrum of capabilities, including Over Molding, Insert Molding, Complex CNC Machining, Heat Staking, PAD Printing, and Complex Mold Builds. With a full array of finishing and packaging capabilities, we take pride in delivering precision and quality that exceeds expectations.",1994,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/692f5fde1377d0000187c9ed/picture,,,,,,,,,,,,,,,,
Midwest Industries Inc.,Midwest Industries,3,accounting,http://www.midwestindustriesinc.com,http://www.linkedin.com/company/upper-midwest-industries-inc,https://facebook.com/pages/Midwest-Industries-Inc/173381586063668,https://twitter.com/midwestindinc,,,,,,,,+1 262-896-6780,"Gmail, Google Apps, VueJS, YouTube, Google Tag Manager, reCAPTCHA, Mobile Friendly, Google Analytics, Lucky Orange, Typekit, Klaviyo, Google Font API, RocketFuel, Remote, AI",,,,,11924000,,68c19ef253185b0001bac5b1,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,,,,,,,,,
MK Machining Inc.,MK Machining,6,machinery,http://www.mkmachining.com,http://www.linkedin.com/company/mk-machining,,https://twitter.com/MKMACHIN1NG,,,,,,,"custom design work, manufacturing, innovative designs, 3d printing, optics accessories, engineering, machinery manufacturing, precision shooting accessories, precision rifle accessories, long-range scope reticles, distribution, tactical firearm upgrades, precision reloading tools, optics from top brands, mk2 bullpup chassis, laser cut steel, ar500 steel targets, reloading equipment, scope caps, firearm chassis, scope mounts, scope levels, d2c, thermal attachments, thermal optics, retail, firearm accessories, all other fabricated metal product manufacturing, scope rings & mounts, reloading supplies, apparel, scope and rail levels, scope rings & mounts by brand, mk2.5 bullpup chassis, gun mounts, night vision scopes, e-commerce, precision rifle parts, competitive shooting gear, waterjet cut ar500 steel, scope and rail bases, scope rings & mounts by size, throw levers, gun accessories, waterjet cutting, b2b, scope rings, scope and rail mounted levels, waterjet cut targets, custom scope mounts, bipods and tripods, custom manufacturing, muzzle brakes, consumer products & retail, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",+1 573-206-9335,"Cloudflare DNS, Mailchimp Mandrill, Gmail, Google Apps, CloudFlare Hosting, CloudFlare, Quantcast, Facebook Login (Connect), Google Maps, Google Maps (Non Paid Users), Facebook Custom Audiences, Google Font API, Bing Ads, DoubleClick, Hubspot, Google Tag Manager, Woo Commerce, Facebook Widget, Paypal, Google Dynamic Remarketing, Google Analytics, Stripe, Mobile Friendly, WordPress.org, DoubleClick Conversion, Remote",,,,,,,68c19ef253185b0001bac5cd,3549,33299,"Founded in 2015, MK Machining set out with the goal of delivering innovative products to the precision shooting community at an incredible value. We have grown our product line to expand outside the shooting industry, and can custom print any project. All of our products are manufactured using cutting-edge technology and materials right here in the USA.",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66de64fa1ad1eb00018dbb08/picture,,,,,,,,,,,,,,,,
Modlite Systems,Modlite,5,defense & space,http://www.modlite.com,http://www.linkedin.com/company/modlite-systems,https://www.facebook.com/modlitesys,https://twitter.com/ModliteSystems,,,,,,,"defense & space manufacturing, high-performance lights, e-commerce, government, tactical lighting, blemished cosmetic parts, defense & security, blemished light heads, high-lumen weapon lights, first responder discount, mounts, remote switches, rifle mounted lights, customizable lights, durable lighting equipment, battery packs, tactical gear, professional lighting equipment, compact light packages, ir940 flood light, first responders equipment, ir850 light head, led led headlights, ir light heads, switches, lighting accessories, military and law enforcement lighting, all other fabricated metal product manufacturing, consumer electronics, specialized tactical lights, mission-driven design, pistol mounted lights, batteries/chargers, weapon lights, weapon mounts, light heads, b2b, modlite legacy enhanced led, weapon light bundles, law enforcement equipment, manufacturing, handheld lights, modular lighting solutions, light packages, mission-specific lighting, tactical equipment, d2c, led lighting, light accessories, modular system, lighting for night operations, b2c, military, law enforcement, tactical, lighting, led, modular, distributor, professional, first responder, night operations, customizable, consumer internet, consumers, internet, information technology & services, hardware, mechanical or industrial engineering",,"Outlook, Zendesk, Facebook Custom Audiences, Mobile Friendly, Shopify, Google Font API, Facebook Login (Connect), Facebook Widget, Google Analytics, Paypal, Vimeo, YouTube, Google Tag Manager, Klaviyo, Remote",,,,,,,68c19ef253185b0001bac5d5,3699,33299,Modlite Systems is a manufacturer of American-made mission-specific lighting systems for Law Enforcement and Military applications.,2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/691dcb1117fabb00014b4539/picture,,,,,,,,,,,,,,,,
Molsect Industrial,Molsect Industrial,,,http://www.molsect.com,,,,,,,,,,,,,,,,,,,68c19ef253185b0001bac5d9,,,,,,,,,,,,,,,,,,,,,
